Sample Skill,Similar Skills
dlp,isdn(0.9354846477508545),switchconfiguration(0.9333174824714661),enterprisenetworks(0.926560640335083),ciscorouter(0.9194193482398987),fwsm(0.9172918796539307)
increasingsalesgrowth,hrrecruitment(0.9679935574531555),storeoperations(0.9673787355422974),retailoutlet(0.9578310251235962),exploringopportunities(0.9561958312988281),dog(0.9555926322937012)
computerknowledge,retail distribution(0.9831710457801819),timemanagementskills(0.9503632187843323),basiccomputerknowledge(0.948015570640564),proactive(0.904438316822052),economics(0.8908066153526306)
materialdesign,codeigniter(0.9687348008155823),laravel(0.9617745876312256),userinterfacedevelopment(0.9599758386611938),css30(0.9570449590682983),angular4(0.9562907814979553)
dash,webhosting(0.9389568567276001),socketprogramming(0.8917924761772156),dbi(0.8873519897460938),openbsd(0.8573792576789856),cloud hosting(0.8486311435699463)
finearts,communityrelations(0.930042564868927),socialmediamanagement(0.9145873188972473),marketingleadgeneration(0.9039857983589172),idp(0.9011889696121216),journalism(0.8994899392127991)
n tierarchitecture,windowsservices(0.949644148349762),netdevelopment(0.943148136138916),eventhandling(0.9400071501731873),mvc4(0.9383824467658997),windowsapplications(0.9383564591407776)
wcfservice,aspnetajax(0.9628133773803711),webapis(0.961785614490509),mvc aspnet(0.9568386077880859),mvc4(0.9413691759109497),googleapi(0.9370011687278748)
spa,javascriptframeworks(0.8675391674041748),backbone(0.8661031723022461),crossbrowsercompatibility(0.8402810096740723),creatingdocuments(0.839422345161438),extjs(0.8291712999343872)
edm,magic(0.8881222605705261),hms(0.8676592111587524),soarian(0.8586382865905762),revenuemanagement(0.8579788208007812),healthcareservices(0.8522295355796814)
pl sql,isql(0.9502075910568237),oracle pl(0.9501338005065918),databasetools(0.9328842163085938),mssql(0.9286665916442871),oracle10g 11g(0.9264633655548096)
impex,industrialsales(0.9055857062339783),businessdynamics(0.9043129682540894),endtoendsales(0.9030867218971252),implementstrategies(0.9014166593551636),enhancesales(0.8996334075927734)
salesmarketing,closemonitoring(0.8871244192123413),marketingposition(0.8636781573295593),identifyanddevelopnewbusiness(0.8554823994636536),developnewbusinessopportunities(0.8461208343505859),impex(0.8449709415435791)
digital sales,closingsales(0.9647603631019592),plumbing(0.9483058452606201),salesperformance(0.9479205012321472),charityevents(0.9399747848510742),channelsales(0.9398013353347778)
retailmarketing,leadingbrands(0.9507938027381897),createmarketing(0.9392866492271423),productmarketing(0.9376059174537659),marketingmaterials(0.9372122883796692),revenuetargets(0.9366928935050964)
mobileapps,webservicestesting(0.9259003400802612),mobileapplications(0.9250425100326538),rpauipath(0.9138405919075012),mobileapp(0.9020125865936279),mobileapplication(0.8914144039154053)
marketingcommunication,marketingstrategies(0.9789855480194092),contentmarketing(0.9732045531272888),brandawareness(0.9716039299964905),manageoperations(0.9707473516464233),marketingcommunications(0.9684641361236572)
atl,tagmanager(0.8433917760848999),fsa(0.8294661641120911),bing(0.8285449743270874),joomla(0.8072751760482788),webmaster(0.7862600684165955)
coordinationskills,analyticalskill(0.9641181826591492),tandem(0.9494985938072205),preventivemaintenance(0.9448732733726501),criticalthinker(0.9354263544082642),multipleresponsibilities(0.9311864376068115)
maintainingconfidentiality,conductingresearch(0.9565837383270264),machining(0.9552544951438904),customersituations(0.953713595867157),storemanagement(0.9496026039123535),strategicsourcing(0.9491527676582336)
email;*checking,treasuryoperations(0.9631767272949219),courier(0.9593185186386108),laboratorymanagement(0.9589406847953796),corporateactions(0.954445481300354),compliancemanagement(0.9536702036857605)
internationalcall,developrelationships(0.9470947980880737),accountsreceivableandpayable(0.9375472068786621),reviewingprofessional(0.9367398023605347),housekeeping(0.9363218545913696),personneladministration(0.9293574094772339)
gcc,linux os(0.8434837460517883),systemc(0.8275285959243774),atpg(0.8196713328361511),windowsserver2012(0.8163530826568604),windowsserver2003(0.8130931258201599)
cashdeposit,salesadministration(0.942587673664093),leadershipexperience(0.9341186881065369),meetingfacilitation(0.933613121509552),salesexperience(0.9333779811859131),maintenance(0.9315952062606812)
customersales,stockmarket(0.9288241863250732),trainingprogrammes(0.9143626689910889),surveillance(0.9126673340797424),sop(0.9115735292434692),programs sales(0.910405695438385)
oraclecertified,javaee(0.8674268126487732),aspnet webapi(0.8423860669136047),j2se(0.8308294415473938),server sideprogramming(0.8208771347999573),itarchitecture(0.8207688927650452)
predix,memorymanagement(0.9391064047813416),restfulweb services(0.9286528825759888),javaserverpagesjsp(0.9264876246452332),data structure(0.9225003123283386),java18(0.9207426905632019)
agilesoftwaredevelopmentmethodology,agilescrummethodology(0.9365424513816833),developmentprocess(0.9357494115829468),hybridapplicationdevelopment(0.9287769198417664),test drivendevelopment(0.9146274924278259),agilemodel(0.9098504185676575)
softwaredevelopmentmethodology,dqa(0.9263083934783936),agilemodel(0.9055207371711731),agile/scrumenvironment(0.8970781564712524),gatherproduct(0.8956450819969177),agilescrummethodology(0.8943569660186768)
sts,idetools(0.9023255705833435),eclipse(0.8612110614776611),clanguage(0.8398738503456116),technologybackgrounds(0.8157013654708862),ide(0.8117642402648926)
problemsolvingcapability,workethics(0.8222867250442505),enhancecustomersatisfaction(0.8197780251502991),clientco ordination(0.8157376050949097),abilitytocommunicateclearly(0.8066236972808838),goodteamplayer(0.7943700551986694)
msoffice word,ms officeword(0.9712916612625122),excel/powerpoint(0.9600890874862671),catia(0.9429002404212952),ms officesuite(0.9342231750488281),basicinternet(0.9336516857147217)
buildrelationship,microprocessors(0.9154103398323059),internetbrowsing(0.9044283032417297),platinum(0.9039708971977234),windowsos(0.8993332982063293),personaldevelopment(0.8983098864555359)
programmingskills,webdevelopment(0.9006908535957336),learnnewtechnologies(0.8863321542739868),python django(0.8737964034080505),goodanalyticalskills(0.8591805696487427),djangorestframework(0.8538139462471008)
project:lifecycle,teamleadingspirit(0.9194846153259277),evolvedpacketcore(0.9130148887634277),opentoideasandwillingtolearn(0.8898199200630188),learninganddevelopment(0.8827829360961914),maintainconfidentiality(0.8820043206214905)
mat lab,turbo c++(0.8725797533988953),modelsim(0.8242016434669495),mips(0.8186110854148865),opensuse(0.8152186274528503),rfid(0.8108207583427429)
windows81,microsoftwindowsserver(0.9734578728675842),windowsvista(0.9656540155410767),win7(0.9524460434913635),osx(0.9519590735435486),microsoftwindowsserver2012(0.9516136050224304)
ms powerpoint,ms excel(0.9597458839416504),putty(0.8551123738288879),ms project(0.8446409702301025),jaws(0.8047193884849548),virtualbox(0.7987121939659119)
databasedesigning,uidesign(0.8589603304862976),design analysis(0.8542732000350952),iisserver(0.8462846875190735),databasedevelopment(0.8367718458175659),section508(0.8324476480484009)
softwaresupport,wins(0.9518975019454956),datarecovery(0.9219300746917725),pchardware(0.9189713001251221),voicemail(0.917926013469696),help desk(0.9171954989433289)
c net,smartgrid(0.872161865234375),advjava(0.8652063012123108),javascriptangular(0.8126286864280701),web(0.8121059536933899),liferayportal(0.8034160733222961)
webapplicationdevelopment,webapplication(0.9089571237564087),apis(0.8936808705329895),applicationdevelopment(0.8779191374778748),object oriented(0.8608300089836121),objectorientedprogramming(0.8598878383636475)
clientmeetings,internationalbusiness(0.9567673206329346),valueproposition(0.9519787430763245),settargets(0.9512123465538025),shorttermstrategicplans(0.9498491287231445),analysingmarket(0.9488233327865601)
ux/uidesign,user interface(0.917287290096283),softwaredevelopmentlife cycle(0.892832338809967),iosplatform(0.886438250541687),designdocumentation(0.8861770629882812),web/ui(0.8858931064605713)
googletagmanager,socialmediaplatforms(0.9296746850013733),tagmanager(0.921464204788208),webmaster(0.9129393696784973),offpage(0.8920700550079346),socialmediaoptimization(0.8504089117050171)
tagmanager,webmaster(0.9302043318748474),googletagmanager(0.9214642643928528),socialmediaplatforms(0.8952924013137817),opengl(0.885780394077301),seotools(0.8625898361206055)
cpanel,swf(0.8211807012557983),sdk(0.8162667751312256),lamp(0.8051306009292603),cli(0.8026676177978516),ruby(0.78309166431427)
googleapp,cloudservices(0.9292577505111694),gcp(0.9236457943916321),awsec2(0.9199626445770264),docker containers(0.9143689274787903),openstack(0.909498929977417)
googleplay,mobileapp(0.7431697845458984),spa(0.7414783835411072),scratch(0.71343594789505),onpage(0.7098244428634644),userexperience(0.701367974281311)
scjp,customerissues(0.8288153409957886),agiledevelopedweb(0.7792167067527771),hybridapplicationdevelopment(0.7736050486564636),crossbrowsertesting(0.7730487585067749),digitalsignage(0.7713099718093872)
cmc,datasharing(0.8558281064033508),panorama(0.8189329504966736),psp(0.7901675701141357),mongo db(0.78290855884552),c language(0.7788559198379517)
conceptualskills,convincingskills(0.951546847820282),employabilityskills(0.9486533999443054),keyrelationships(0.9475194215774536),employeedevelopment(0.9465692639350891),regionaloperations(0.9458796977996826)
interpersonal communication,interpersonalcommunication(0.95745849609375),oralcommunications(0.9570083022117615),handholding(0.943184494972229),goodproblemsolvingskills(0.9182724356651306),managemultipleprojects(0.9150850176811218)
microsoftofficeapplications,computerbasics(0.9530885815620422),autodesk(0.9521589875221252),msofficeapplication(0.9480326771736145),msofficeapplications(0.9432333707809448),yardi(0.9425036907196045)
teradata,powercenter(0.962229311466217),etlprocesses(0.9459536075592041),sqlloader(0.9454523324966431),sql*plus(0.945293664932251),tpump(0.9447741508483887)
infragistics,resharper(0.9536027908325195),apachecordova(0.9388003349304199),windowsserver2012r2(0.9324504733085632),derby(0.9138921499252319),datapower(0.9131230711936951)
sales&marketingoperations,itproductsandservices(0.9514316320419312),endtoendsales(0.9483212828636169),industrialsales(0.9464884400367737),digitalcampaign(0.9396885633468628),businessdynamics(0.9355226755142212)
industrialsales,endtoendsales(0.9816284775733948),effectivemarketing(0.9743829965591431),businessdynamics(0.9728800058364868),annualsalestargets(0.972786009311676),distributionchannel(0.9713627099990845)
businessdynamics,industrialsales(0.972879946231842),endtoendsales(0.9655300974845886),sales project(0.9648747444152832),enhancesales(0.964038610458374),effectivemarketing(0.9609224796295166)
areasales,channelpartners(0.9831023216247559),clientretention(0.9769185781478882),secondarysales(0.9756386876106262),visualmerchandising(0.9755488038063049),customeracquisition(0.974524736404419)
salesbudget,competitiveanalysis(0.9158691167831421),generatingsales(0.9128447771072388),revenuetargets(0.9123018980026245),shorttermstrategicplans(0.9122233986854553),marketing finance(0.910507082939148)
plans sales,knowledgemanagement(0.9341785311698914),frm(0.9308710694313049),developmentstrategies(0.9261962175369263),hrstrategies(0.9254319667816162),duediligence(0.9245035648345947)
promotionstrategies,engineering sales(0.8994660377502441),implementingmarketing(0.8965591192245483),productmarketing(0.8933883905410767),businessgrowth(0.8898472189903259),customersupport(0.8895830512046814)
marketingreports,businessperformance(0.910659909248352),regulatoryframework(0.9042721390724182),manufacturingmanagement(0.901639997959137),marketintelligence(0.9009808897972107),operationalplanning(0.9006855487823486)
institutionalsales,clientservices(0.9625242948532104),ensuringcustomersatisfaction(0.9581302404403687),product pricing(0.955961287021637),salesstrategies(0.9548525810241699),businessdevelopmentprofessional(0.9542533755302429)
analytical problemsolving,problemsolvingskills(0.9323906898498535),personalskills(0.9244803786277771),technicalbackground(0.9029678702354431),goodteamplayer(0.8950470089912415),inter personal(0.8887454867362976)
solutionoriented,results driven(0.9517560005187988),supervisoryskills(0.9486628770828247),provideexcellentservice(0.9439107179641724),multitasker(0.9407263398170471),excellentverbalskills(0.9399764537811279)
achievingbudgeted,businessdecisions(0.9379262924194336),marketingsales(0.936846137046814),hrrecruitment(0.9348278045654297),storeoperations(0.9250853061676025),targetedsales(0.9245914816856384)
identifyingnewsegments,salesprofessional(0.9265913367271423),deliveringrevenue(0.9217619895935059),channelpartners(0.9210069179534912),strategicalliances(0.9207049012184143),market share(0.9204821586608887)
newsegments,customerservicedelivery(0.9455392360687256),salesprofessional(0.9369032382965088),deliveringpresentations(0.9344630241394043),strongcommunicator(0.9317647814750671),livechat(0.9290071725845337)
identify&appointnewdealers,digitalcampaign(0.9462032318115234),createbrandawareness(0.9433931112289429),createmarketing(0.942413866519928),industrialsales(0.9420623183250427),databasemarketing(0.9368277192115784)
increasebusiness,trademarketing(0.9552628993988037),industrialsales(0.9551473259925842),technicalsales(0.9549524188041687),secondarysales(0.9526286721229553),resolvecustomercomplaints(0.950473427772522)
appointnewdealers,visualmerchandising(0.86541348695755),secondarysales(0.8629394173622131),fmcgsector(0.8624568581581116),developmarketing(0.8611597418785095),itproduct(0.8577254414558411)
organizingpromotionalactivities,multipleclientrelationships(0.8821631073951721),personalmanagement(0.876484215259552),manufacturingmanagement(0.8711225986480713),operativesgeschäft(0.8670293092727661),accountrelationships(0.8647922277450562)
acquirenewcustomers,makingpresentations(0.8971855044364929),promotionalactivities(0.8843982219696045),pricingschedules(0.8843758702278137),technicalandprojectteams(0.8834672570228577),broadcasting(0.8831484913825989)
generateadditionalbusiness,salesadministration(0.9512895345687866),salesvolume(0.9506610631942749),wildfire(0.9472545385360718),callcentermanagement(0.9428715109825134),itsalesmanagement(0.9406751394271851)
